nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,anciennete_compte_jours
Martin,Richard,61.0,193.0,85.3,H,non,aucun,Normandie,non,oui,1058.0,célibataire,1.0,0.94,474.0,989.21,500.0,601.0
Martinez,Ryan,64.0,176.1,64.0,F,oui,bac+2,Normandie,oui,non,4787.0,veuf,2.0,0.9,557.0,10000.0,500.0,820.0
Lopez,Betty,27.0,166.1,91.6,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,2125.0,célibataire,4.0,0.58,343.0,718.31,19486.43444172945,1054.0
Smith,Angela,74.0,158.3,63.4,F,non,bac,Hauts-de-France,oui,non,1193.0,marié,0.0,0.15,613.6,5000.0,500.0,1834.0
Murphy,Matthew,38.0,150.9,91.5,H,oui,master,Corse,non,oui,1248.0,divorcé,0.0,0.34,504.0,402.19,17721.29297543405,598.0
Lawrence,Jason,47.0,153.7,80.3,F,oui,aucun,Île-de-France,non,non,4191.0,marié,3.0,0.32,464.0,952.02,500.0,917.0
Gibson,Margaret,21.0,181.6,48.3,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3883.0,divorcé,0.0,0.21,454.0,747.28,23325.338501823888,1235.0
Jones,Joseph,46.0,164.8,50.0,F,oui,master,Normandie,oui,non,3054.0,célibataire,2.0,0.82,459.8,1033.29,500.0,1680.0
Hays,Joy,51.0,163.2,78.5,F,oui,bac,Occitanie,non,oui,2219.0,marié,3.0,0.36,608.0,821.45,10309.92306562366,692.0
Smith,Autumn,72.0,161.5,82.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,3802.0,célibataire,4.0,0.82,513.2,4442.486,500.0,1524.0
Gamble,Katrina,61.0,164.8,58.8,F,oui,bac+2,Bretagne,oui,oui,3963.0,célibataire,3.0,0.78,727.0,5000.0,23553.074100197176,1458.0
Nelson,Bethany,32.0,178.6,84.0,F,non,aucun,Hauts-de-France,oui,non,821.0,divorcé,1.0,0.95,564.0,1189.81,500.0,972.0
Moore,Brenda,69.0,158.4,68.1,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2205.0,marié,1.0,0.16,512.8,317.95,8120.4633303876335,1381.0
Phillips,Christine,41.0,180.8,66.9,F,non,doctorat,Île-de-France,non,non,2474.0,marié,1.0,0.42,434.0,5000.0,500.0,1979.0
Lewis,Summer,24.0,167.4,56.1,F,oui,doctorat,Île-de-France,oui,non,1285.0,marié,1.0,0.12,574.2,5000.0,500.0,305.0
Estrada,Frank,37.0,177.6,69.5,F,non,doctorat,Île-de-France,non,oui,2433.0,célibataire,0.0,0.28,646.8,4108.652,23930.493958673607,1296.0
Carroll,Craig,62.0,181.6,69.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3119.0,marié,3.0,0.92,759.0,10000.0,22945.02510732043,1415.0
Jones,Justin,31.0,169.3,89.0,H,oui,bac+2,Corse,oui,non,1835.0,divorcé,0.0,0.91,531.0,5000.0,500.0,1835.0
Kirby,Peggy,28.0,178.0,68.1,H,non,bac,Normandie,non,oui,1066.0,divorcé,3.0,0.27,319.0,10000.0,4183.406412898141,943.0
Gray,Adam,30.0,160.8,48.6,F,non,master,Île-de-France,non,oui,2197.0,marié,1.0,0.08,460.0,1246.17,20324.11888630817,712.0
Spears,Manuel,24.0,170.6,57.3,F,non,master,Île-de-France,non,oui,1537.0,divorcé,4.0,0.19,531.0,8000.0,19758.871226550404,959.0
Leon,Lisa,73.0,163.8,75.4,F,oui,doctorat,Normandie,oui,non,3902.0,veuf,2.0,0.83,699.0,1042.61,500.0,1050.0
Reynolds,Victoria,57.0,178.0,78.9,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,2828.0,veuf,2.0,0.79,693.2,10000.0,24661.52749083497,1377.0
Golden,Michelle,34.0,180.3,74.0,F,non,bac,Corse,oui,non,500.0,célibataire,3.0,0.68,592.8,7154.904,500.0,1892.0
Cook,Robert,57.0,161.9,36.0,F,oui,doctorat,Corse,oui,oui,4318.0,veuf,4.0,0.56,760.0,10000.0,17153.875972445985,517.0
Harper,Damon,72.0,148.7,84.7,F,oui,aucun,Occitanie,oui,non,2276.0,célibataire,5.0,0.7,780.0,633.67,500.0,341.0
Tran,Paul,36.0,169.8,91.9,H,oui,doctorat,Bretagne,oui,oui,3757.0,veuf,2.0,0.65,409.0,3424.8239999999996,28663.370907279943,1509.0
Peters,Shane,44.0,153.3,79.4,H,oui,bac+2,Occitanie,non,oui,1506.0,veuf,3.0,0.8,455.0,1138.53,18053.819257435334,1725.0
Owen,Angela,62.0,163.5,62.2,F,non,master,Hauts-de-France,oui,oui,1358.0,célibataire,3.0,0.29,610.0,9000.0,1936.7691870841425,984.0
Willis,Kendra,19.0,177.4,77.9,H,oui,master,Hauts-de-France,non,non,3749.0,veuf,4.0,0.66,430.2,4281.546,4520.636290570551,664.0
Macdonald,Mary,41.0,177.1,61.2,H,non,bac,Normandie,oui,oui,3243.0,divorcé,1.0,0.44,637.0,947.13,2389.929132211358,690.0
Bennett,Brian,64.0,174.4,75.2,H,oui,master,Provence-Alpes-Côte d’Azur,non,non,2220.0,célibataire,3.0,0.53,551.0,5360.486,500.0,832.0
Garcia,Lauren,39.0,177.4,81.9,F,oui,aucun,Bretagne,non,oui,500.0,divorcé,2.0,0.08,532.6,6229.048000000001,500.0,1133.0
Jones,Mark,30.0,190.2,90.9,F,non,aucun,Bretagne,oui,oui,3799.0,marié,4.0,0.75,519.0,3411.192,500.0,725.0
Johnson,Anthony,54.0,176.4,81.7,F,oui,master,Normandie,oui,non,2618.0,célibataire,1.0,0.52,829.0,6149.692,500.0,889.0
Anderson,Damon,48.0,181.4,90.8,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,3178.0,divorcé,3.0,0.77,692.0,5000.0,39913.545442220304,716.0
Hamilton,Cody,44.0,175.9,54.7,H,oui,doctorat,Bretagne,oui,oui,3715.0,divorcé,3.0,0.63,689.0,5000.0,30539.875874023794,1783.0
Reed,Frank,29.0,175.7,64.6,F,non,master,Bretagne,oui,oui,3152.0,divorcé,3.0,0.14,645.8,1710.688,7061.878616769964,1735.0
Martin,Dustin,48.0,165.9,51.8,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3528.0,divorcé,1.0,0.33,538.4,5000.0,4385.913973233552,1249.0
Bowers,Margaret,25.0,153.1,85.5,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2029.0,célibataire,5.0,0.75,529.0,2460.374,500.0,517.0
Barnes,Antonio,67.0,151.5,62.5,F,oui,bac+2,Bretagne,oui,oui,3965.0,célibataire,2.0,0.91,603.0,956.77,10938.41577489768,992.0
Price,Mitchell,75.0,165.7,53.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2543.0,marié,1.0,0.51,729.0,10000.0,7152.7742244892515,2137.0
Hill,Lori,56.0,175.8,89.9,F,oui,bac,Île-de-France,oui,oui,3617.0,veuf,0.0,0.91,697.0,5000.0,16472.646515827604,552.0
Riggs,Brandi,71.0,175.7,76.0,F,oui,bac,Bretagne,oui,oui,2890.0,marié,3.0,0.99,612.8,809.53,6675.714465733045,1863.0
Calderon,Danielle,45.0,161.2,82.0,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,3965.0,divorcé,1.0,0.19,649.0,10000.0,26219.81125959639,1527.0
Martin,Nathan,60.0,161.7,87.1,F,oui,bac+2,Hauts-de-France,oui,oui,500.0,marié,3.0,0.85,621.0,4327.97,500.0,2243.0
Griffin,Joshua,69.0,180.3,75.8,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2497.0,marié,4.0,0.6,560.0,10000.0,19399.797462970553,1749.0
Schwartz,Richard,75.0,181.3,78.1,H,oui,doctorat,Corse,oui,non,1697.0,marié,3.0,0.18,750.0,5000.0,500.0,1350.0
Lopez,Amber,48.0,196.9,92.5,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2475.0,marié,2.0,0.82,442.0,662.98,1799.1729209503717,643.0
Jones,Ashlee,36.0,163.2,74.7,H,non,bac+2,Hauts-de-France,non,oui,3047.0,divorcé,1.0,0.62,564.8,970.77,23852.949774490346,1293.0
Park,Stephanie,74.0,147.4,45.8,H,non,bac+2,Corse,oui,oui,3057.0,célibataire,2.0,0.31,369.0,5000.0,500.0,651.0
Jackson,Michele,37.0,175.3,41.3,F,non,doctorat,Hauts-de-France,non,non,1422.0,marié,1.0,0.11,573.4,687.91,500.0,1159.0
Williams,Sandra,40.0,142.9,80.4,F,non,bac,Hauts-de-France,oui,non,3279.0,marié,3.0,0.52,547.0,1221.34,500.0,636.0
Baker,Jason,61.0,173.6,67.5,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3636.0,divorcé,2.0,0.9,692.0,6000.0,39913.545442220304,1916.0
Duran,Kelly,68.0,174.9,88.2,H,non,master,Auvergne-Rhône-Alpes,oui,oui,882.0,veuf,3.0,0.05,530.2,5352.13,8977.41551107079,319.0
Williams,Justin,66.0,171.3,74.9,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,2160.0,célibataire,2.0,0.4,518.0,5000.0,13056.01425629857,1285.0
Tate,Daniel,73.0,176.2,70.1,F,non,bac+2,Occitanie,oui,oui,2181.0,marié,3.0,0.47,565.4,1330.47,500.0,2257.0
Bradshaw,Olivia,43.0,166.3,61.6,F,non,bac+2,Corse,non,non,1464.0,veuf,4.0,0.73,515.0,714.1,500.0,481.0
Chapman,Steven,27.0,176.7,68.8,H,oui,doctorat,Île-de-France,oui,non,2442.0,divorcé,2.0,0.39,459.8,5000.0,6190.914612776286,1183.0
Smith,Sharon,45.0,183.4,41.8,H,non,doctorat,Corse,non,oui,2300.0,marié,1.0,0.3,332.0,5000.0,16953.531578012247,844.0
Williamson,Jessica,38.0,174.3,107.1,F,oui,aucun,Normandie,oui,non,1569.0,divorcé,3.0,1.0,448.0,10000.0,500.0,625.0
Jones,Alicia,26.0,170.2,80.0,H,oui,aucun,Île-de-France,oui,oui,500.0,marié,2.0,0.18,548.2,5000.0,4555.734414673954,1243.0
Mccarty,Jessica,70.0,177.8,41.6,H,non,master,Île-de-France,non,oui,812.0,marié,3.0,0.3,614.6,2689.374,21451.137993655455,1308.0
Mcdaniel,Lisa,61.0,172.1,51.1,F,non,aucun,Corse,non,oui,4370.0,marié,2.0,0.82,588.6,10000.0,500.0,866.0
Flynn,John,27.0,163.1,91.6,F,oui,doctorat,Île-de-France,non,non,2840.0,veuf,2.0,0.6,770.0,10000.0,22375.083570373095,1629.0
Hunt,Jennifer,71.0,169.0,82.6,F,non,master,Occitanie,non,oui,3352.0,marié,1.0,0.72,821.0,5000.0,15555.765011897262,1366.0
Tucker,James,69.0,159.1,60.4,H,oui,master,Île-de-France,non,non,3260.0,veuf,3.0,0.97,769.0,10000.0,15978.347542555131,1751.0
Sandoval,Terrence,31.0,173.8,53.7,F,non,doctorat,Bretagne,non,oui,4292.0,divorcé,2.0,0.64,543.0,1525.796,28725.232684271996,1872.0
Baldwin,Hannah,63.0,180.7,75.4,F,oui,bac,Occitanie,oui,non,2416.0,veuf,5.0,0.09,337.0,10000.0,500.0,1062.0
Wagner,John,33.0,185.8,37.6,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,500.0,célibataire,5.0,0.61,393.0,10000.0,3288.69417620121,1737.0
Martin,James,23.0,144.2,62.6,H,oui,doctorat,Normandie,non,oui,3070.0,veuf,2.0,0.58,643.0,5000.0,33441.52830376546,746.0
Contreras,Gerald,74.0,165.6,85.7,F,oui,master,Île-de-France,oui,non,3345.0,marié,2.0,0.81,576.2,5000.0,4694.595827220872,1333.0
Bowman,Richard,42.0,155.9,49.7,H,oui,bac+2,Hauts-de-France,oui,non,3585.0,marié,1.0,0.47,526.0,477.1,500.0,2041.0
Young,Brian,21.0,179.4,77.8,F,non,master,Auvergne-Rhône-Alpes,oui,non,2042.0,marié,0.0,0.74,551.0,5000.0,500.0,967.0
Roberts,Sarah,32.0,165.4,63.0,F,oui,doctorat,Hauts-de-France,non,non,1972.0,marié,2.0,0.8,808.0,5000.0,1743.629121639761,2153.0
Gaines,Rachel,56.0,195.3,45.1,H,non,bac,Bretagne,non,oui,1740.0,marié,0.0,0.0,732.0,5277.012,15012.91300698009,1983.0
Salas,Dana,22.0,182.4,55.6,F,oui,aucun,Normandie,non,oui,3794.0,veuf,4.0,0.37,656.2,10000.0,15290.215028380671,1769.0
Robinson,Shane,40.0,167.0,74.7,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,4190.0,célibataire,2.0,0.83,685.0,726.15,6754.859177132382,2184.0
Crawford,James,30.0,171.9,76.7,F,non,bac,Île-de-France,oui,oui,2246.0,marié,2.0,0.93,553.0,692.92,500.0,1630.0
Salazar,Lisa,21.0,173.5,66.5,F,oui,doctorat,Île-de-France,oui,oui,2820.0,divorcé,4.0,0.42,671.0,488.33,35117.9264521864,1374.0
Fernandez,Michael,25.0,172.3,82.8,F,non,aucun,Occitanie,oui,non,1374.0,veuf,4.0,0.25,664.0,4347.032,500.0,1419.0
Winters,Victoria,37.0,173.4,48.4,H,oui,master,Auvergne-Rhône-Alpes,oui,non,3635.0,marié,1.0,0.2,523.4,5000.0,500.0,1976.0
Becker,Pamela,41.0,164.2,76.6,H,non,doctorat,Occitanie,non,non,2682.0,marié,4.0,0.45,569.4,5000.0,500.0,1327.0
West,Cheryl,34.0,166.6,63.5,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,5036.0,marié,3.0,0.96,721.6,6416.446,9432.87135272341,2142.0
Cook,Jennifer,73.0,162.6,83.5,H,oui,bac,Hauts-de-France,oui,non,2357.0,veuf,2.0,0.29,589.0,5000.0,500.0,1776.0
Gallagher,George,40.0,149.5,58.5,F,oui,aucun,Hauts-de-France,non,oui,1382.0,veuf,0.0,0.65,386.0,5000.0,500.0,2172.0
Ware,Amber,72.0,170.3,79.4,H,non,aucun,Occitanie,oui,non,1205.0,divorcé,2.0,0.38,523.2,978.75,500.0,1825.0
Garcia,Renee,35.0,179.6,73.1,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,588.0,célibataire,5.0,0.63,492.0,10000.0,500.0,1721.0
Rodriguez,Teresa,41.0,167.1,86.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2878.0,veuf,5.0,0.33,696.0,5000.0,11044.95368508808,802.0
Reilly,Brandy,71.0,162.3,67.2,H,oui,doctorat,Hauts-de-France,non,non,3539.0,célibataire,3.0,0.87,485.2,10000.0,7808.996625173976,1718.0
Barnes,Eric,42.0,157.8,51.1,F,non,bac+2,Corse,non,oui,4479.0,veuf,2.0,0.73,479.2,5000.0,6793.042991763258,1609.0
Bradley,April,44.0,177.5,79.1,H,non,bac+2,Île-de-France,oui,oui,1409.0,marié,4.0,0.64,314.0,928.24,2662.921569604866,2268.0
Hernandez,Amy,24.0,182.6,58.8,F,oui,aucun,Normandie,non,oui,500.0,célibataire,4.0,0.43,573.2,1365.81,500.0,642.0
Fitzgerald,David,63.0,158.0,54.0,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2830.0,célibataire,2.0,0.04,660.0,10000.0,7221.61549298505,911.0
Santiago,Robert,75.0,168.2,70.5,F,non,aucun,Hauts-de-France,non,oui,2597.0,veuf,2.0,0.03,440.8,5000.0,500.0,2254.0
Allen,Tina,58.0,170.9,44.1,F,non,aucun,Île-de-France,non,non,1390.0,marié,2.0,0.36,627.0,5000.0,500.0,1147.0
Burke,Michael,32.0,162.2,96.9,H,oui,bac,Corse,non,oui,1457.0,divorcé,2.0,0.56,609.0,5000.0,7667.811763741534,1921.0
Good,Diana,47.0,164.1,78.5,H,oui,master,Île-de-France,non,oui,1160.0,veuf,4.0,0.47,321.0,10000.0,30935.83509952232,1231.0
Murray,Patrick,42.0,172.5,59.9,H,oui,bac,Bretagne,non,non,3056.0,célibataire,2.0,0.61,691.6,923.17,1618.916947161744,1423.0
Anderson,Paul,27.0,179.0,108.9,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,4230.0,divorcé,2.0,0.38,410.0,4466.71,500.0,1484.0
Anderson,Christine,30.0,173.8,72.1,F,non,master,Corse,non,non,1884.0,marié,2.0,0.88,363.0,10000.0,500.0,611.0
Holt,Michael,31.0,180.1,53.4,H,oui,master,Corse,oui,non,3894.0,divorcé,2.0,0.97,322.0,3409.686,500.0,840.0
Young,Katherine,67.0,169.6,82.1,F,non,master,Provence-Alpes-Côte d’Azur,oui,non,2234.0,célibataire,3.0,0.59,536.8,4307.204,500.0,500.0
Blanchard,Guy,54.0,167.5,63.7,F,non,doctorat,Bretagne,non,non,3438.0,divorcé,2.0,0.56,474.2,10000.0,500.0,1151.0
Schmidt,Joshua,46.0,193.5,58.4,H,oui,bac+2,Corse,oui,oui,500.0,divorcé,1.0,0.54,774.0,1148.73,500.0,1363.0
Vincent,Marie,58.0,156.1,65.4,H,non,aucun,Occitanie,oui,oui,2405.0,célibataire,3.0,0.5,613.6,6330.83,500.0,1855.0
Morris,Steven,59.0,173.0,74.3,F,oui,master,Occitanie,oui,non,4114.0,veuf,2.0,0.96,673.4,5319.934,500.0,1342.0
Robinson,Jennifer,65.0,184.3,70.3,H,non,bac,Corse,oui,oui,2304.0,marié,3.0,0.75,822.0,10000.0,7676.124755281674,1940.0
Bailey,Brian,34.0,181.2,84.0,H,oui,bac,Bretagne,non,oui,4269.0,marié,1.0,0.19,527.0,5225.43,24766.39362476903,1201.0
Rice,Eric,44.0,162.2,63.0,H,oui,bac+2,Bretagne,non,oui,3142.0,divorcé,2.0,0.6,717.0,10000.0,34025.09537342137,739.0
Elliott,Jennifer,35.0,166.5,56.2,H,non,master,Occitanie,non,oui,2637.0,célibataire,0.0,0.32,562.4,3488.5079999999994,20648.259670229618,1633.0
Robinson,Tiffany,33.0,164.3,92.2,H,non,aucun,Normandie,oui,oui,2554.0,célibataire,3.0,0.25,624.0,5000.0,1847.097352476328,747.0
Higgins,Sharon,47.0,182.7,75.0,F,non,master,Normandie,non,non,3058.0,marié,3.0,0.39,396.0,3448.0919999999996,500.0,1177.0
Reyes,Kevin,58.0,171.0,49.1,H,oui,master,Occitanie,non,non,3347.0,veuf,1.0,0.37,534.8,375.51,4858.074830010861,1136.0
Tyler,Barbara,53.0,171.4,89.7,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,2823.0,marié,2.0,0.33,445.8,698.78,37237.04884050561,1132.0
Mendoza,Denise,25.0,173.3,70.7,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3229.0,divorcé,1.0,0.36,664.0,10000.0,38976.65634804536,1754.0
Morrow,Patrick,48.0,173.5,64.0,F,non,bac+2,Corse,non,oui,2099.0,divorcé,2.0,0.99,696.8,10000.0,1140.4109620995866,793.0
Fernandez,Dawn,37.0,171.2,59.3,H,oui,aucun,Auvergne-Rhône-Alpes,oui,non,3168.0,marié,1.0,0.81,592.0,678.01,500.0,615.0
Smith,Jonathon,39.0,170.8,38.2,H,non,doctorat,Corse,non,oui,598.0,marié,5.0,0.58,658.0,767.58,7982.306717983974,1295.0
Campos,Barbara,63.0,167.6,62.0,F,non,master,Bretagne,oui,oui,4524.0,veuf,4.0,0.54,594.8,10000.0,14466.452497390945,1340.0
Martin,Dale,58.0,171.9,64.0,H,non,bac+2,Normandie,oui,non,2523.0,marié,4.0,0.48,478.2,5000.0,500.0,2241.0
Lowe,Emma,70.0,145.8,34.0,H,non,aucun,Île-de-France,oui,oui,2573.0,marié,3.0,0.37,494.0,1013.26,13391.29251796894,1170.0
Jones,Fred,74.0,182.3,98.2,H,oui,doctorat,Bretagne,non,non,3357.0,veuf,3.0,0.96,570.8,5391.486,22454.46031741956,1268.0
Duffy,Sharon,19.0,169.8,87.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1410.0,marié,3.0,0.11,417.0,1010.84,26295.715143453537,1556.0
Jackson,Andrew,66.0,189.4,53.9,F,oui,bac+2,Bretagne,non,non,885.0,divorcé,3.0,0.69,612.0,798.82,500.0,816.0
King,Mark,41.0,180.5,38.6,H,oui,aucun,Bretagne,oui,oui,2249.0,célibataire,3.0,0.98,587.0,6163.0,6193.533057613117,1987.0
Collins,Deborah,73.0,162.9,80.1,F,non,master,Corse,oui,non,1259.0,divorcé,2.0,0.4,590.0,6126.752,500.0,1604.0
Norman,Michael,64.0,158.0,71.1,F,oui,doctorat,Occitanie,oui,oui,1854.0,divorcé,2.0,0.22,792.0,5000.0,23604.232805859625,1022.0
Newman,Melinda,70.0,174.9,74.3,H,oui,bac,Île-de-France,oui,oui,4451.0,marié,2.0,0.06,724.2,4653.454000000001,25394.100857164816,629.0
Rodriguez,James,30.0,152.4,71.7,F,non,bac,Auvergne-Rhône-Alpes,oui,non,3623.0,divorcé,2.0,0.35,651.0,3377.674,500.0,1223.0
Burns,Gail,66.0,163.9,75.8,F,non,doctorat,Bretagne,oui,oui,2533.0,veuf,0.0,0.31,541.8,6132.682,12218.73250146555,1634.0
Williams,Amy,57.0,168.9,75.7,F,oui,aucun,Normandie,non,non,3259.0,marié,2.0,0.73,516.0,6386.384,500.0,2015.0
Lawrence,Thomas,53.0,171.3,72.7,H,non,bac,Corse,non,oui,1216.0,divorcé,1.0,0.1,436.0,638.5,500.0,2122.0
Smith,Karina,68.0,163.0,49.0,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,1163.0,marié,3.0,0.44,591.6,8153.582,19927.734372517098,527.0
Gallegos,James,44.0,183.9,95.9,H,non,doctorat,Occitanie,oui,oui,2949.0,veuf,1.0,0.77,749.0,10000.0,19005.88748952982,2077.0
Mcguire,James,29.0,175.7,87.3,H,oui,doctorat,Corse,non,oui,3346.0,divorcé,4.0,0.28,357.0,1032.88,26062.063785660437,983.0
Smith,Jennifer,64.0,169.7,44.5,H,non,bac+2,Auvergne-Rhône-Alpes,oui,non,2607.0,célibataire,5.0,0.92,442.0,6384.160000000001,500.0,1482.0
Chambers,Judy,64.0,168.8,71.8,F,oui,bac,Occitanie,non,oui,500.0,marié,1.0,0.83,563.0,681.46,3777.707751829632,1628.0
Hernandez,Jennifer,73.0,179.6,74.0,H,oui,bac+2,Bretagne,non,oui,2903.0,veuf,3.0,0.06,559.6,5000.0,18471.820285212307,1944.0
Davis,Brandon,32.0,171.3,67.5,F,non,bac+2,Corse,non,oui,2026.0,célibataire,2.0,0.85,756.0,806.86,1254.4791356165265,1403.0
Miller,Alicia,19.0,185.2,69.0,H,non,bac,Occitanie,oui,non,3547.0,célibataire,2.0,0.51,634.2,5316.948,500.0,1658.0
Holmes,Timothy,26.0,181.9,62.8,H,non,aucun,Corse,non,non,3524.0,marié,1.0,0.14,515.0,1038.48,500.0,1207.0
Allen,Andrew,62.0,163.3,87.7,H,non,bac+2,Occitanie,oui,oui,4882.0,veuf,3.0,0.34,529.0,5000.0,21173.131971712315,1873.0
Miller,Katelyn,46.0,170.9,81.0,F,non,bac,Auvergne-Rhône-Alpes,non,oui,3374.0,veuf,3.0,0.54,454.0,633.52,18341.961282111577,1166.0
Turner,Shari,74.0,177.7,61.7,H,oui,aucun,Corse,oui,non,3632.0,veuf,2.0,0.93,547.2,7062.384,500.0,678.0
Jones,Matthew,54.0,181.0,55.1,H,oui,doctorat,Hauts-de-France,non,non,2523.0,divorcé,0.0,0.91,551.6,5000.0,500.0,1953.0
Smith,Danielle,24.0,182.1,58.3,H,non,doctorat,Bretagne,non,oui,2332.0,divorcé,3.0,0.55,634.6,10000.0,34251.4638459909,1587.0
Gay,Lori,38.0,157.3,62.9,F,non,bac+2,Normandie,non,oui,2686.0,marié,2.0,0.22,645.8,4491.654,14498.408189582598,1795.0
Carrillo,Christopher,33.0,158.1,99.0,F,non,doctorat,Normandie,non,non,3765.0,divorcé,4.0,0.25,393.0,354.67,2724.3636103651793,2142.0
Floyd,Brittany,41.0,162.3,62.8,F,oui,doctorat,Corse,non,oui,2995.0,veuf,5.0,0.05,373.0,471.61,23428.452679391114,751.0
Espinoza,Linda,32.0,171.4,62.2,F,oui,aucun,Hauts-de-France,oui,non,2444.0,marié,3.0,0.42,442.0,2400.158,500.0,1597.0
Bowers,Carolyn,54.0,174.9,76.7,F,oui,doctorat,Corse,non,oui,1932.0,marié,2.0,0.06,777.0,5000.0,23055.217448186253,347.0
Bowman,Joanna,37.0,168.2,73.0,F,non,bac,Normandie,non,oui,3611.0,célibataire,2.0,0.28,563.8,3295.1279999999997,8879.650901689532,299.0
Higgins,Rebecca,49.0,169.2,66.5,F,oui,bac+2,Corse,non,oui,5166.0,marié,3.0,0.38,635.4,5000.0,23133.60284190722,553.0
Fuller,Teresa,36.0,179.4,70.0,H,oui,bac,Hauts-de-France,oui,oui,3591.0,divorcé,3.0,0.98,541.0,3392.2660000000005,11911.106330765071,348.0
Collins,Joshua,43.0,162.6,64.9,F,oui,aucun,Occitanie,oui,non,1980.0,célibataire,2.0,0.16,538.8,8214.134,500.0,2131.0
Wilson,Randall,71.0,181.6,96.4,F,oui,aucun,Hauts-de-France,non,non,2592.0,marié,2.0,0.39,301.0,5000.0,500.0,709.0
Mckee,Christopher,59.0,161.5,83.9,F,non,aucun,Normandie,non,oui,2676.0,célibataire,2.0,0.11,556.0,5000.0,5063.042378361883,1746.0
Hays,Beth,57.0,155.1,67.3,H,oui,bac+2,Occitanie,oui,oui,2348.0,veuf,2.0,0.29,590.6,10000.0,8976.937550996681,1149.0
Hernandez,Sarah,66.0,165.7,56.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3137.0,marié,4.0,0.98,649.0,401.23,23568.673763726696,1016.0
Curtis,Samuel,34.0,165.8,62.0,H,non,aucun,Normandie,non,oui,1692.0,divorcé,5.0,0.76,758.0,1046.9,10195.35369115418,479.0
Werner,Robert,57.0,168.0,62.9,H,oui,bac,Hauts-de-France,non,oui,820.0,veuf,5.0,0.11,655.0,5000.0,15338.099370142098,340.0
Olson,Emily,73.0,145.8,68.8,H,oui,bac+2,Bretagne,non,non,3995.0,marié,4.0,0.94,570.8,10000.0,11880.587724403733,1612.0
Brown,Cody,34.0,166.7,98.6,F,oui,bac,Bretagne,oui,non,1522.0,marié,3.0,0.29,314.0,4328.74,500.0,1212.0
Hunt,Jacqueline,44.0,165.3,84.6,H,non,bac,Hauts-de-France,oui,oui,3062.0,marié,2.0,0.2,570.8,5000.0,500.0,1456.0
Riggs,Kimberly,65.0,191.6,83.7,F,non,bac+2,Bretagne,oui,oui,500.0,marié,2.0,0.6,572.4,826.08,500.0,408.0
Grant,Angela,22.0,146.9,35.9,H,non,bac+2,Corse,non,oui,2727.0,divorcé,0.0,0.24,543.8,240.32,17804.14095247581,718.0
Smith,Emily,37.0,171.8,40.1,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2346.0,veuf,4.0,0.08,588.2,2374.688,4965.216428687579,1190.0
Adkins,Gina,38.0,186.2,47.8,H,non,master,Bretagne,oui,oui,3073.0,célibataire,3.0,0.27,587.6,5000.0,18519.312195103008,1702.0
Patterson,Wendy,24.0,166.0,54.0,H,oui,aucun,Île-de-France,non,oui,1473.0,veuf,5.0,0.02,775.0,5000.0,19730.30270439602,1669.0
Potter,Diane,73.0,174.3,84.4,F,non,bac,Normandie,non,oui,1822.0,marié,2.0,0.37,506.8,10000.0,500.0,364.0
Carlson,James,66.0,158.5,67.3,F,oui,master,Bretagne,oui,oui,2367.0,veuf,2.0,0.91,585.2,876.78,11566.720771364642,731.0
Mack,Julie,56.0,149.9,77.2,H,non,bac+2,Hauts-de-France,non,non,1869.0,marié,0.0,0.16,347.0,5000.0,500.0,2224.0
